Srp19,876
Stard6,5766
Stard7,3118
Stard4,2985
Stard5,2425
AI314278,2373
Usp42,5150
1700110C19Rik,722
Dock8,7810
Dock9,32073
Dock2,6416
Dock3,9063
Dock1,6815
Dock6,6560
Dock7,14188
Dock4,8065
Dock5,10335
Phxr4,1380
Hsd17b12,1839
Hsd17b13,3014
Hsd17b10,911
Hsd17b11,1699
Hsd17b14,1365
4930519H02Rik,968
Cngb1,7703
Cngb3,4708
Cox20,448
4930517M08Rik,975
Nup214,8195
Nup210,7035
Cyp2c66,1630
4930448F12Rik,859
Olfr1158,942
Msmp,743
Olfr1154,933
Olfr1155,945
Olfr1156,1076
Serpina4-ps1,1353
Olfr1151,927
Olfr1152,933
Olfr1153,957
Slc23a1,3009
Slc23a3,2058
Slc23a2,6364
Mir22hg,1766
Msmb,521
Bbx,8742
4930517E11Rik,1457
Snord17,221
Snord11,63
Snord12,66
Snord19,54
Dusp19,1463
Dusp18,4632
Dusp15,3659
Dusp14,1443
Dusp16,9258
Dusp11,6434
Dusp10,2712
Dusp13,2815
Dusp12,1374
Sgpl1,4123
Fate1,938
Snord1a,76
Snord1b,77
Snord1c,78
Slc20a2,3658
Slc20a1,5322
Cadm4,2155
Cadm2,19101
Cadm3,4159
Srcin1,6965
Cadm1,17314
8430426J06Rik,2814
Eif3j1,2413
Spin2c,1306
Spin2d,1015
AA536875,5931
Sptbn4,23062
Sptbn2,8235
Sptbn1,17288
Nell1os,489
Cldn34d,1003
Cldn34a,636
C130050O18Rik,2006
Dfna5,2133
Hsf2bp,2867
Ski,5465
Gm2560,902
Slx4ip,6833
Krtap11-1,1008
Adig,632
Hpse2,2175
Fnd3c2,3658
C330021F23Rik,1621
Gm16451,1848
Rab22a,1909
Cdk2ap1,1250
Cdk2ap2,911
Speer4cos,1083
Adi1,1675
Pcsk1n,2193
Pdk1,5185
Pdk3,2000
Pdk2,2263
Pdk4,3453
Grpel1,3338
Grpel2,4046
Il12rb1,2872
4931429I11Rik,3068
Il12rb2,2947
Prkrir,3462
1700021K19Rik,10641
Ankrd33b,16792
Scn5a,16742
Hif3a,13863
Pecr,1185
Golga1,14105
Golga2,8803
Golga3,4817
Golga4,7532
Golga5,5502
Golga7,3849
4930546C10Rik,2322
Ring1,2034
A330050F15Rik,2296
Tbk1,3030
1700019D03Rik,834
Gm10857,5573
Bop1,2476
Vps13d,31608
Soga3,3946
Soga1,13232
Vps13b,13371
Gja1,3105
Gja3,5364
Gja4,1686
Gja5,6303
Gja6,2017
Gja8,6971
Gsdmcl-ps,1930
Abcc8,4952
Abcc9,37155
Abcc4,16944
Abcc5,6986
Abcc6,4958
Abcc1,5935
Abcc2,5389
Abcc3,5002
Taco1,1337
Cyp21a1,1923
Nudcd2,3091
Nudcd3,3962
Nudcd1,6891
Ift74,3856
Preb,10744
Prep,2719
Pex11a,879
Hmga1,24333
Gm10142,363
Higd1a,1873
Slc25a20,1783
Higd1c,506
Higd1b,734
BC089491,1215
Slc25a21,4775
2700038G22Rik,2721
Pex11g,1126
Gm11437,1229
Ap4m1,1716
Ssx2ip,14153
Atg9a,15619
Atg9b,3902
Blnk,2097
Sqrdl,5266
Ahrr,4732
Bhmt2,2090
Nt5dc2,1410
Nt5dc3,5952
Nt5dc1,2716
Ugt1a10,3242
Psap,15807
Olfr849,939
Olfr845,942
Olfr846,942
Olfr847,939
Olfr843,1107
9030624J02Rik,3577
Ltn1,7737
Gtf2a1,11395
Gtf2a2,3883
Isg20,4061
Fam64a,1466
4930596D02Rik,1162
4930412C18Rik,3969
Gm12169,1026
Pbxip1,4481
4933432G23Rik,837
4933404G15Rik,1583
Gm16845,2972
Bhmt,2071
Aloxe3,2538
2200002J24Rik,610
Masp1,2752
Masp2,3803
Naaladl1,2238
Fam124b,2862
0610031O16Rik,824
Fam124a,3557
Daam1,17939
Daam2,6045
Zfp52,3164
Zfp53,3079
Zfp51,5138
Zfp57,8340
Zfp54,2536
Zfp58,2359
Zfp59,3796
Dus1l,1909
Ntmt1,1217
Nbas,7240
Zyx,10845
Plcd4,5715
Plcd3,3031
Plcd1,8075
4933416E03Rik,1127
Sec13,1301
Krr1,4990
Zfp330,1642
Vmn1r125,924
Zfp334,5033
Zfp335,4570
Mir331,96
BC037156,430
Foxe1,1116
Foxe3,867
Gm17821,12530
Suz12,8677
Aicda,2397
Mir335,98
Chmp4b,1606
Vmn1r122,918
1810041L15Rik,5917
7630403G23Rik,1082
Odf3,924
Odf2,14832
Odf1,1105
Tinagl1,4049
Odf4,1110
Mir1957b,123
Mir1957a,41
Myocd,10090
Trmt10a,3934
Gm20300,3440
Trmt10b,2023
Zranb1,2127
Zranb3,8309
Zranb2,2616
Gm9696,3050
Efr3a,5210
Crnkl1,3111
Efr3b,6547
Lad1,2992
Gsdmc4,2084
Gsdmc2,4389
Gsdmc3,2142
Uox,1843
4930474G06Rik,2663
Mrpl4,1287
Mrpl2,1012
Mrpl3,1531
Mrpl1,5028
Mtap7d3,2795
Mrpl9,1601
Esp16,1243
Esp15,1169
Esp18,1257
Gm2762,2339
Rabac1,875
4930455C13Rik,1016
BC055324,2910
Gm15760,3445
Kcnj1,6142
2610507B11Rik,7443
Msx1os,2188
2010001A14Rik,764
Hira,4533
Gm19619,2856
Gpr75,2922
Mir344g,71
Mir344e,66
Mir344b,63
Mir344c,92
Wwox,2251
Pias3,8746
Mir344i,88
6030408B16Rik,1967
1700011A15Rik,903
Fgfr1op,6248
Ccdc33,5668
Csrnp1,2890
Csrnp2,4126
Kcnj5,4496
A630012P03Rik,1972
Gins2,1038
Gins3,2412
Gins1,1731
Gtf3c5,5628
Gins4,1364
Fbf1,5373
Gm136,1303
Pdzk1,4788
AA413626,403
Asna1,1253
Tmem181c-ps,4045
Ccnb1ip1,1508
Galk1,1506
Galk2,5152
4930545H06Rik,769
9330133O14Rik,2821
Rbmx2,1743
Adprh,1583
Adprm,1492
Cryz,2507
Crym,1256
Aasdh,3694
4930444P10Rik,2845
Lrwd1,2179
Toporsos,325
Kdm6a,5265
Kdm6b,6644
Fem1b,6490
Fem1c,2866
Fem1a,6816
Ces3b,3980
Ces3a,3957
Cry1,3016
Cry2,4001
Rhox3e,1944
Rhox3f,833
Rhox3g,590
Rhox3a,1048
Rhox3c,830
Rhox3h,1053
Nus1,4614
Pcgf1,874
4930549G23Rik,580
Pcgf3,3731
Pcgf2,7584
Pcgf5,1509
Pcgf6,2098
Ccndbp1,1572
Bend6,2292
Bend7,7671
Bend4,7935
Bend5,3734
Bend3,6049
Sfi1,4025
4933430M04Rik,743
Olfr1349,954
Olfr1348,939
Gdi2,2681
Olfr1344,966
Olfr1347,960
Olfr1346,942
Olfr1341,939
Olfr1340,948
Olfr1342,948
H2-Ab1,1193
Gm9866,5453
Mir7083,60
Plekho2,5127
Plekho1,1362
Mir7080,67
Cpt2,2350
Tmem241,12805
Fcho1,9806
Bean1,9741
Pa2g4,2432
Prpf8,7481
Prpf3,2732
Prpf4,5237
Prpf6,3055
Ninl,5093
Itch,10576
Mical1,6907
Mical2,10369
Mical3,12361
Gm904,649
Uso1,3898
Gm906,3152
Abhd16b,1775
Abhd16a,1945
Frk,9450
Acox3,3956
Acox1,7984
Pnmal2,4147
Pnmal1,1687
Fry,10730
Sdhaf1,967
Sdhaf2,3097
Sdhaf3,550
Sdhaf4,667
4930527G23Rik,581
Btbd19,2579
Btbd18,3520
Zscan25,1996
Zscan26,3990
Btbd16,3434
Btbd11,9723
Zscan21,9076
Zscan22,19307
Lmf2,2906
Lmf1,3401
Acoxl,2861
1700037C18Rik,1097
Tmco1,4474
Tmco2,719
Tmco3,4533
Tmco4,6853
Tmco5,1187
Tmco6,1815
Zmat1,3503
Zmat3,7782
Zmat2,2257
Zmat5,789
Zmat4,8421
Ankrd45,3723
Ankrd44,6140
Ankrd46,2480
Pom121,5581
Ankrd40,4961
1810062O18Rik,751
Ankrd49,1764
Cyb561d1,8249
Cyb561d2,1782
D030024E09Rik,2513
Rnf167,1524
Rnf166,1783
Rnf165,7300
Rnf169,7157
Rnf168,4465
Eaf1,4238
Eaf2,5296
Rad51d,57684
Rad51c,6076
Rad51b,3615
Olfr1101,933
Zfp235,3452
Zfp236,9473
Zfp239,5446
Fibin,2069
Olfr259,939
Wdr20rt,2228
Qrich2,2162
Olfr251,951
Olfr250,996
Olfr257,960
Mir7648,53
Mir7649,109
Alg8,2001
Alg9,5485
Hal,2758
Alg2,3055
Alg3,1425
Alg1,1759
Alg6,3114
Mir7646,54
Alg5,1471
1700012P22Rik,972
Wif1,2242
Hephl1,5261
Hif1an,6190
Rabl6,3155
1600002K03Rik,651
Rabl2,1646
Rabl3,2022
Pacrgl,1464
Kdf1,3533
Slc16a14,2349
Slc16a11,1756
Slc16a10,7707
Slc16a13,2528
Slc16a12,3870
Pcna,1260
Ppp2r2cos,1491
4930598F16Rik,761
Pcnp,2271
Hipk1,27448
B130034C11Rik,1406
Pcnt,19006
Hipk4,2414
Pcnx,12139
B9d2,1021
B9d1,785
Fam103a1,1423
Guk1,2033
9530036O11Rik,2926
Inmt,1023
Gm14092,1814
H2-Q9,1521
H2-Q8,1011
H2-Q5,1181
H2-Q4,1793
H2-Q7,4089
H2-Q6,981
H2-Q1,2024
H2-Q2,1099
Traf3ip3,2121
Traf3ip2,2867
Traf3ip1,3500
Lpxn,1673
Pnlip,1487
Dnajc28,6900
Dnajc27,4713
Dnajc25,1827
Dnajc24,2257
Dnajc22,1462
Dnajc21,2053
Mtmr9,2408
Mtmr7,3446
Mtmr6,3837
Mtmr4,5692
Mtmr3,5674
Mtmr2,6139
Mtmr1,4634
Cars,6195
Abcb11,4895
2410015M20Rik,755
Carf,21524
Fbxl12os,2355
Otop1,3150
Abcb1b,4344
Car8,5722
Otop2,2335
Scarf2,3302
Scarf1,2884
Car2,1790
Car3,1529
Car1,2380
Car6,1369
Car7,4992
Car4,1300
Gm6938,771
Pgk2,1592
Gm6936,1432
Pgk1,1825
Snora33,105
Snora31,112
Snora30,107
Snora35,119
Snora34,118
8030462N17Rik,3418
Fgfr1op2,2828
Ppip5k2,5568
Ppip5k1,5531
Pigyl,691
Sh3tc1,4549
Sco1,4280
Kars,6547
Dpy19l2,3441
Dpy19l3,7671
Dpy19l4,2984
Ccdc47,3268
Krtap6-5,611
Ccdc43,2307
Krtap6-2,789
Krtap6-1,594
Ccdc40,4979
Actl6a,1969
Actl6b,1548
Mannr,1435
Mbp,19876
Gm4794,882
Gm4792,773
1700054M17Rik,445
Mir344h-2,120
Mir344h-1,120
Mylip,2983
Xpnpep1,2521
Xpnpep2,7197
Xpnpep3,3236
4732416N19Rik,551
Tmem259,2223
Tmem258,865
Tmem256,431
Tmem253,1227
Tmem252,2462
Tmem251,1205
Gm5771,824
Gm5779,907
Mterf1a,2733
Mterf1b,1368
Adh6a,1341
Mars2,2882
Vmn1r187,1806
Vmn1r186,1806
Vmn1r185,960
Vmn1r184,945
Vmn1r183,918
Vmn1r181,1088
Vmn1r180,970
Dnal4,1476
Fam178b,4851
Vmn1r189,939
Dnal1,5758
C1s1,5857
C1s2,2662
Znrd1as,977
2900076A07Rik,854
Olfr1467,927
Olfr1461,939
Arfip1,5876
Arfip2,3277
9230009I02Rik,1150
Vmn1r238,921
1700016H13Rik,1725
Vmn1r235,1781
Vmn1r234,990
Vmn1r237,870
Vmn1r236,1121
Vmn1r231,936
Vmn1r230,951
Vmn1r233,960
Vmn1r232,1159
Os9,7933
Gm6484,865
Dpep1,2244
Dpep2,5002
Dpep3,1681
Hells,3019
Hyou1,4432
Sult1a1,1370
Ushbp1,3549
Gm6150,2980
Osm,1907
Snap25,4238
Snap23,6558
Avpr2,4712
Snap29,3432
Sh3bp5l,12167
4930525C09Rik,1143
4430402I18Rik,2152
Dpf2,6670
Dpf3,6184
Dpf1,2278
Olfr311,927
Phyhd1,7152
Mir3470b,110
Nkiras2,2013
Mir28a,22
E530011L22Rik,3304
Prss40,1301
Mir28c,20
Use1,1921
Egln3,2676
Egln2,2107
Egln1,3524
Wnt10a,1961
Wnt10b,2227
Apeh,2391
Olfr43,1092
Mcf2,11617
Aplnr,3564
Odf3b,1040
Gbe1,2988
C130074G19Rik,2853
Gm10408,3137
Gm10409,3980
Cyp3a44,1962
Krt33b,1581
Krt33a,1679
Gm10406,1955
Fdft1,3697
Clasrp,13912
Scly,2207
Jkamp,3934
Ska3,2260
Ska2,1349
4932411N23Rik,3634
Gdpgp1,3520
Nhlh2,3353
Dhx38,4190
Dlk1,21378
Gngt2,2270
Gngt1,963
Dlk2,2943
Gosr2,3078
Dhx32,11297
Dhx33,5179
Dhx34,12187
Dhx35,6528
Dhx36,4975
Dhx37,4141
Cops8,1843
Cops2,13145
Cops3,1566
Cops6,1094
Cops4,1754
Cops5,4952
4933402J10Rik,2127
Dhcr24,4028
1700024G13Rik,398
C330013J21Rik,883
Lppos,854
Mir16-1,93
Mir16-2,95
Brca1,6648
Brca2,22072
2310043O21Rik,621
Acap1,2482
Acap2,6493
Acap3,4312
Ep400,21488
4933436I01Rik,1426
H2-DMb2,786
H2-DMb1,1284
Rps6kb1,8676
Rps6kb2,1491
Samd7,6257
Eras,1077
Tnrc6c,8728
Cald1,4035
Snord96a,77
Grifin,539
Trmt2b,7424
Dkk3,3357
0610007P14Rik,1185
Cryba2,720
Cryba1,683
Cryba4,752
Gm12018,3376
G630093K05Rik,3502
Tnfsf13,3355
Tnfsf12,1694
Tnfsf11,2235
Tnfsf10,4944
Tnfsf15,5828
Tnfsf14,1869
Snord38a,59
Tnfsf18,2064
Psg18,3497
Psg19,2547
Setd1a,5931
Setd1b,8858
Arhgef10l,17828
Olfr1061,942
Olfr1062,956
Olfr1065,992
Olfr1066,942
Mir7018,85
Recql5,3986
Recql4,3922
Gcnt7,2220
Nkap,4262
Mir5118,67
Mir5119,57
Mir5116,63
Gcnt1,13713
Mir5114,61
Mir5112,60
Mir5113,82
Mir5110,87
Fam170b,1693
Crtam,3875
Fam170a,1342
Prame,2267
Mir6947,65
Csf1,9791
Csf2,1033
Csf3,1363
Dclre1b,8410
Dclre1c,18750
Dclre1a,4074
Sycn,557
Zfp583,2765
Zfp580,1102
Adap1,2399
Adap2,1597
Pram1,4552
Edc3,3342
Aak1,38447
Edc4,9512
Avpi1,976
Atcayos,318
Nek10,3348
Asap1,30818
Asap2,16749
Asap3,5582
Mir770,94
Hyls1,1643
D10Jhu81e,1363
1810020O05Rik,1047
Mir483,73
Mir486,128
Mir484,67
Mir485,73
Rps15a-ps4,697
Mir488,109
Mir489,107
Mir1912,87
Apol7a,4684
Apol7c,2044
Apol7b,2227
Apol7e,2227
Apol7d,1193
Ism2,2526
Ism1,2965
Fibp,2459
Kcnmb1,4188
Pcdha3,5230
Kcnmb3,720
Pcdha1,5248
Pcdha6,5242
Pcdha7,5215
Pcdha4,5322
Pcdha5,5206
Pcdha8,5242
Dupd1,1103
Fhad1,4505
Cacna2d2,27620
Cacna2d3,3695
Cacna2d1,37144
Cacna2d4,5803
Aagab,2600
1700066B19Rik,2504
Ndufv3,2066
Ndufv2,3177
Ndufv1,1608
Lyzl4os,726
BC002163,984
4930559C10Rik,650
Oxct1,3482
Wdhd1,4174
Gpa33,2293
Aadat,1780
BC089597,1265
3110039I08Rik,10968
Aadac,1294
Gm23284,1210
Cdc27,23056
Cdc26,794
Cdc23,4134
Cdc20,1784
Olfr772,1004
Olfr773,936
Olfr770,936
Olfr771,954
Olfr776,939
Olfr777,936
Olfr774,939
Olfr775,939
Nol11,6260
Nol10,2986
Nol12,1993
Morn5,690
Morn4,1816
Morn1,1661
Morn3,927
Morn2,647
Adamts13,15997
Zbtb22,2607
Zbtb20,9251
Zbtb21,17287
Zbtb26,5267
Hils1,864
Zbtb25,3356
Mgat4e,3567
Psd2,13747
Otud5,12400
Otud4,14651
Otud3,1670
Otud1,2529
G6b,4634
A4gnt,2757
Stra13,636
Gphn,6591
Fam76b,3672
Fam76a,6005
Insl6,660
Mgat4b,2429
Olfr385,939
Scarletltr,316
Vps35,3169
Vps36,1277
Vps39,13144
LOC100048884,887
Gm14685,5546
3930402G23Rik,2847
Lhpp,1607
Pde4dip,37946
1700016C15Rik,749
2210409D07Rik,458
A930001C03Rik,2041
Eef2,3100
1500009C09Rik,3091
Gm5091,1179
Gm5095,1523
Endod1,4470
Gtf2e2,4776
1700069L16Rik,704
Slc31a1,3744
Slc31a2,3644
Camk2n2,1282
Camk2n1,3613
Gm5634,842
Gm5635,733
Ctbs,5626
Mtm1,14291
Ap3m2,6872
Hmgn5,1907
Hmgn3,1781
Hmgn2,1254
Hmgn1,1200
5430425K12Rik,1253
Specc1,13715
Snord98,28
Snord99,56
1190002N15Rik,3950
Snord95,68
Snord90,68
Snord92,83
Snord93,45
Cd74,2638
Cd70,842
Cd72,5736
Dcxr,918
Nudt22,999
Nudt21,1111
BC018473,3263
Fam162a,635
Fam162b,555
Npm3-ps1,986
Zfp91Cntf,3350
Vmn1r56,1832
Vmn1r57,933
Vmn1r54,948
Vmn1r55,933
Ankub1,1759
Vmn1r53,1122
Vmn1r50,933
Vmn1r51,2359
Gm7168,1603
Gsdma,2726
Gsdmc,2382
Gsdmd,1776
Vmn1r58,2680
Vmn1r59,933
Azi2,13645
Hadh,1788
Acsf3,2207
Gm10714,874
Gnptab,5204
Mcidas,2354
Tgfbr3,6053
Tgfbr2,9501
Chml,6116
4930581F22Rik,2402
Cyp2c37,1824
Alg11,14758
Cyp2c39,1857
Cyp2c38,2869
Alg14,910
Snord32a,81
6430550D23Rik,3452
Rhbdl2,1217
Gm8765,3109
Gm8764,8519
Hsp90ab1,2507
Gucy1a3,4654
Gucy1a2,13723
Pdcl,2858
Gm2694,1145
Gm2696,723
Gm1527,2120
Tac2,1534
Tac4,1247
